entity_id	valid	rejected	polled	electors	SLPP	SJB	JJB	ITAK	UNP	AITC	OPPP	TMVP	SLFP	EPDP	MNA	TMTK	ACMC	NC	SLMC	UPA	AITM	IND01_D04	IND01_D06	IND05_D10	JSWP	FSP	IND11_D04	SDPT	TULF	SPS	JSP	IND01_D03	IND04_D02	IND02_D10	SJP	NEWDF	ULF	IND05_D03	LP	IND08_D06	NPP	DUNF	IND02_D19	NDF	IND10_D06	IND09_D10	IND01_D11	SLLP	IND06_D21	DLF	IND03_D05	IND10_D15	IND03_D11	IND07_D08	IND02_D15	IND08_D10	IND07_D01	IND03_D19	IND09_D02	IND17_D01	IND04_D06	IND04_D14	IND09_D17	IND02_D21	NSU	IND09_D11	IND10_D12	IND02_D06	IND02_D01	USP	IND19_D01	__OTHER
EC-19	498795	38621	537416	668166	309538	144290	19308	0	9163	0	5165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	710	0	0	0	642	0	0	0	0	408	0	577	0	196	0	0	174	3551	0	0	0	0	378	0	0	0	0	0	0	0	0	0	1852	0	0	0	0	0	0	0	0	0	0	0	0	0	2843
EC-19A	72896	4802	77698	98398	45297	19624	3384	0	1355	0	2258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	111	0	0	0	0	45	0	79	0	26	0	0	17	24	0	0	0	0	49	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	376
EC-19B	36772	3329	40101	51204	24892	9425	1018	0	414	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	58	0	0	0	0	28	0	57	0	19	0	0	11	128	0	0	0	0	37	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	201
EC-19C	45638	4971	50609	63839	25854	16654	750	0	660	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	78	0	0	0	0	48	0	81	0	32	0	0	14	555	0	0	0	0	43	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	461
EC-19D	39610	2495	42105	53698	24943	10454	1956	0	555	0	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	44	0	0	0	0	35	0	45	0	20	0	0	5	549	0	0	0	0	30	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	135
EC-19E	51621	4536	56157	70192	31039	15447	1688	0	1168	0	397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	67	0	0	0	0	42	0	82	0	20	0	0	24	751	0	0	0	0	66	0	0	0	0	0	0	0	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	0	356
EC-19F	46389	3427	49816	62089	29713	12717	1431	0	1392	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	62	0	0	0	0	37	0	63	0	21	0	0	11	51	0	0	0	0	25	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	336
EC-19G	55714	4022	59736	75589	33532	18536	1962	0	621	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	63	0	0	0	0	59	0	57	0	16	0	0	28	84	0	0	0	0	29	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	289
EC-19H	62413	4582	66995	84346	38673	17795	2863	0	1182	0	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	78	0	0	0	0	41	0	52	0	19	0	0	28	602	0	0	0	0	49	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	292
EC-19I	48012	4321	52333	65939	27367	17027	1235	0	724	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	66	0	0	0	0	33	0	49	0	17	0	0	14	670	0	0	0	0	30	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	331
EC-19P	39730	2136	41866	42872	28228	6611	3021	0	1092	0	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	15	0	0	0	0	40	0	12	0	6	0	0	22	137	0	0	0	0	20	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	66
EC-20	280885	20312	301197	372155	208193	54147	11429	0	3494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	374	147	0	0	0	0	0	350	0	100	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1985
EC-20A	60916	4519	65435	82695	42955	13458	2480	0	1137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	83	33	0	0	0	0	0	81	0	24	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468
EC-20B	79690	6709	86399	109221	58205	16753	2783	0	867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	113	45	0	0	0	0	0	126	0	31	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623
EC-20C	118915	7905	126820	156828	91593	20087	4679	0	1042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	170	58	0	0	0	0	0	129	0	39	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	828
EC-20P	21364	1179	22543	23411	15440	3849	1487	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	8	11	0	0	0	0	0	14	0	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66
EC-21	648614	30489	679103	877582	446668	155759	17611	0	12349	0	3944	0	0	0	0	0	0	0	0	0	0	0	0	0	800	485	0	0	0	725	403	0	0	0	494	1358	964	0	0	0	331	559	0	0	0	0	0	0	2990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418	171	0	0	0	0	0	0	1585
EC-21A	70209	3180	73389	98535	49533	15471	1700	0	1948	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	81	69	0	0	0	124	38	0	0	0	18	146	84	0	0	0	37	44	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	14	0	0	0	0	0	0	130
EC-21B	91259	3821	95080	124933	63673	21116	2624	0	1967	0	395	0	0	0	0	0	0	0	0	0	0	0	0	0	107	41	0	0	0	76	50	0	0	0	84	152	114	0	0	0	44	52	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	28	0	0	0	0	0	0	241
EC-21C	66738	3636	70374	89763	42433	20973	996	0	788	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	72	23	0	0	0	72	51	0	0	0	54	170	95	0	0	0	51	33	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	19	0	0	0	0	0	0	181
EC-21D	82517	4714	87231	111600	56655	20990	1553	0	1118	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	102	62	0	0	0	93	55	0	0	0	82	179	167	0	0	0	33	210	0	0	0	0	0	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	14	0	0	0	0	0	0	217
EC-21E	77909	4029	81938	107507	49810	23350	1766	0	1158	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	97	56	0	0	0	88	45	0	0	0	49	160	170	0	0	0	34	48	0	0	0	0	0	0	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	20	0	0	0	0	0	0	226
EC-21F	76824	3570	80394	101345	52145	20066	1186	0	1437	0	340	0	0	0	0	0	0	0	0	0	0	0	0	0	107	48	0	0	0	105	60	0	0	0	32	178	121	0	0	0	47	50	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	24	0	0	0	0	0	0	230
EC-21G	48634	2463	51097	66153	34354	9964	1137	0	2075	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	66	67	0	0	0	45	45	0	0	0	20	102	80	0	0	0	30	36	0	0	0	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	7	0	0	0	0	0	0	127
EC-21H	105058	3931	108989	146108	76144	19314	4857	0	1104	0	1895	0	0	0	0	0	0	0	0	0	0	0	0	0	153	89	0	0	0	117	52	0	0	0	132	175	128	0	0	0	49	59	0	0	0	0	0	0	412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	30	0	0	0	0	0	0	199
EC-21P	29466	1145	30611	31638	21921	4515	1792	0	754	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	15	30	0	0	0	5	7	0	0	0	23	96	5	0	0	0	6	27	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	15	0	0	0	0	0	0	34
EC-22	500207	24547	524754	684189	331573	131317	14033	0	12168	0	5656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1177	0	0	0	548	546	0	0	0	282	0	0	0	215	0	0	489	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1919
EC-22A	62837	2897	65734	87024	42276	16023	1963	0	1403	0	586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	53	71	0	0	0	27	0	0	0	25	0	0	40	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192
EC-22B	48025	2033	50058	65757	33695	11237	1161	0	875	0	502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	61	48	0	0	0	23	0	0	0	18	0	0	32	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210
EC-22C	49833	2069	51902	69792	35018	10138	1929	0	1258	0	943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	54	43	0	0	0	30	0	0	0	20	0	0	48	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178
EC-22D	45237	2044	47281	63888	31088	10008	1716	0	1214	0	818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	55	32	0	0	0	28	0	0	0	21	0	0	25	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120
EC-22E	66111	3007	69118	92965	38356	23073	1886	0	1151	0	805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	58	99	0	0	0	37	0	0	0	29	0	0	185	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270
EC-22F	37368	1619	38987	51104	24626	10487	615	0	523	0	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	39	68	0	0	0	28	0	0	0	14	0	0	61	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136
EC-22G	54819	3694	58513	75616	34378	17118	860	0	1355	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	84	58	0	0	0	37	0	0	0	28	0	0	27	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288
EC-22H	54900	2583	57483	75410	36774	13548	1311	0	2392	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	53	48	0	0	0	16	0	0	0	24	0	0	16	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190
EC-22I	49637	3352	52989	68678	32458	14291	948	0	1014	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	78	63	0	0	0	38	0	0	0	30	0	0	24	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273
EC-22P	31440	1249	32689	33955	22904	5394	1644	0	983	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	13	16	0	0	0	18	0	0	0	6	0	0	31	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
LK	11598936	744373	12343309	16544628	6853693	2771984	445958	327168	249435	67766	67758	67692	66579	61464	55981	51301	43319	39272	34428	31054	30031	25797	17107	16220	14686	14522	13674	11464	9855	9368	7361	6207	5670	5492	5056	4883	4879	4489	4345	3878	3813	3611	3551	3488	3466	3311	3147	3134	2990	2964	2904	2530	2377	2273	2223	2128	1921	1852	1791	1627	1577	1462	1432	1418	1397	1381	1303	1300	1204	1189	1181	79155
